343,1,4,0
344,1,0,1
345,1,2,1
346,1,4,1
347,1,5,1
348,1,6,0
349,1,0,0
350,1,1,1
351,1,3,1
352,2,42,0
353,2,43,0
354,2,45,0
355,2,47,0
356,2,44,0
357,2,46,0
358,2,48,0
359,2,55,0
360,2,56,0
361,2,58,0
362,2,60,0
363,2,62,0
364,2,19,0
365,2,17,0
366,2,15,0
367,2,14,0
368,2,16,0
369,2,18,0
370,2,20,0
371,2,13,0
372,2,11,0
373,2,9,0
374,2,7,0
375,2,8,0
376,2,53,0
377,2,51,0
378,2,49,0
379,2,50,0
380,2,12,0
381,2,10,0
382,2,54,0
383,2,52,0
384,0,40,0
385,0,47,0
386,0,49,0
387,0,51,0
388,0,42,0
389,0,44,0
390,0,45,0
391,0,43,0
392,0,41,0
393,0,39,0
394,0,32,0
395,0,34,0
396,0,36,0
397,0,38,0
398,0,37,0
399,0,35,0
400,0,33,0
401,0,26,0
402,0,28,0
403,0,30,0
404,0,31,0
405,0,29,0
406,0,27,0
407,0,25,0
408,0,18,0
409,0,20,0
410,0,22,0
411,0,24,0
412,0,17,0
413,0,19,0
414,0,21,0
415,0,23,0
416,1,74,0
417,1,81,0
418,1,83,0
419,1,85,0
420,1,76,0
421,1,78,0
422,1,79,0
423,1,77,0
424,1,75,0
425,1,73,0
426,1,66,0
427,1,68,0
428,1,70,0
429,1,72,0
430,1,71,0
431,1,69,0
432,1,67,0
433,1,60,0
434,1,62,0
435,1,64,0
436,1,65,0
437,1,63,0
438,1,61,0
439,1,59,0
440,1,52,0
441,1,54,0
442,1,56,0
443,1,58,0
444,1,51,0
445,1,53,0
446,1,55,0
447,1,57,0
448,1,15,0
449,1,17,0
450,1,19,0
451,1,21,0
452,1,27,0
453,1,25,0
454,1,23,0
455,1,22,0
456,1,49,0
457,1,47,0
458,1,45,0
459,1,43,0
460,1,44,0
461,1,46,0
462,1,48,0
463,1,41,0
464,1,39,0
465,1,37,0
466,1,36,0
467,1,38,0
468,1,40,0
469,1,42,0
470,1,35,0
471,1,33,0
472,1,24,0
473,1,26,0
474,1,28,0
475,1,31,0
476,1,34,0
477,1,32,0
478,1,30,0
479,1,29,0
480,2,72,0
481,2,70,0
482,2,71,0
483,2,73,0
484,2,74,0
485,2,76,0
486,2,69,0
487,2,67,0
488,2,83,0
489,2,81,0
490,2,79,0
491,2,77,0
492,2,78,0
493,2,80,0
494,2,82,0
495,2,84,0
496,2,5,0
497,2,3,0
498,2,1,0
499,2,0,0
500,2,2,0
501,2,4,0
502,2,6,0
503,2,75,0
504,2,65,0
505,2,63,0
506,2,64,0
507,2,66,0
508,2,57,0
509,2,59,0
510,2,61,0
511,2,68,0
512,3,79,0
513,3,81,0
514,3,74,0
515,3,72,0
516,3,77,0
517,3,76,0
518,3,78,0
519,3,80,0
520,3,95,0
521,3,93,0
522,3,91,0
523,3,90,0
524,3,92,0
525,3,94,0
526,3,96,0
527,2,100,1
528,3,101,0
529,3,99,0
530,3,97,0
531,3,98,0
532,3,100,0
533,2,101,1
534,2,94,1
535,2,96,1
536,3,82,0
537,3,89,0
538,3,87,0
539,3,85,0
540,3,88,0
541,3,86,0
542,3,84,0
543,3,83,0
544,3,28,0
545,3,51,1
546,3,53,1
547,3,55,1
548,3,30,0
549,3,32,0
550,3,33,0
551,3,31,0
552,3,21,0
553,3,14,0
554,3,16,0
555,3,18,0
556,3,19,0
557,3,17,0
558,3,15,0
559,3,13,0
560,3,6,0
561,3,8,0
562,3,10,0
563,3,12,0
564,3,11,0
565,3,9,0
566,3,7,0
567,3,0,0
568,3,29,0
569,3,27,0
570,3,20,0
571,3,22,0
572,3,23,0
573,3,25,0
574,3,26,0
575,3,24,0
576,3,68,1
577,3,66,1
578,4,29,0
579,4,31,0
580,3,70,1
581,3,72,1
582,3,71,1
583,3,69,1
584,4,27,0
585,4,20,0
586,4,22,0
587,4,24,0
588,4,25,0
589,4,23,0
590,4,21,0
591,4,19,0
592,4,12,0
593,4,14,0
594,4,16,0
595,4,18,0
596,4,17,0
597,4,15,0
598,4,13,0
599,4,6,0
600,3,67,1
601,3,60,1
602,3,62,1
603,3,64,1
604,3,59,1
605,3,61,1
606,3,63,1
607,3,65,1
608,4,67,0
609,4,66,0
610,4,64,0
611,4,62,0
612,4,65,0
613,4,63,0
614,4,61,0
616,4,51,0
617,4,49,0
618,4,47,0
619,4,54,0
620,4,56,0
621,4,58,0
622,4,60,0
623,4,59,0
624,4,57,0
625,4,55,0
626,4,34,0
627,4,36,0
628,4,38,0
629,4,39,0
630,4,37,0
631,4,35,0
635,4,26,0
636,4,33,0
637,4,32,0
638,4,30,0
639,4,28,0
640,2,95,1
641,2,97,1
642,2,99,1
643,2,98,1
644,2,93,1
645,2,86,1
646,2,88,1
647,2,90,1
648,2,0,1
649,2,2,1
650,2,4,1
651,2,6,1
652,2,13,1
653,2,11,1
654,2,9,1
655,2,7,1
656,2,8,1
657,2,10,1
658,2,12,1
659,2,19,1
660,2,17,1
661,2,15,1
662,2,14,1
663,2,16,1
664,2,92,1
665,2,91,1
666,2,89,1
667,2,87,1
668,2,1,1
669,2,3,1
670,2,5,1
671,2,85,1
672,3,3,0
673,3,5,0
674,3,4,0
675,3,2,0
676,3,1,0
677,3,0,1
678,3,7,1
679,3,5,1
680,3,8,1
681,3,10,1
682,3,12,1
683,3,14,1
684,3,21,1
685,3,19,1
686,3,17,1
687,3,15,1
688,3,16,1
689,3,18,1
690,3,20,1
691,3,27,1
692,3,25,1
693,3,23,1
694,3,22,1
695,3,24,1
696,3,3,1
697,3,1,1
698,3,2,1
699,3,4,1
700,3,9,1
701,3,11,1
702,3,13,1
703,3,6,1
704,4,9,0
705,4,11,0
706,4,10,0
707,4,8,0
708,4,7,0
709,4,5,0
710,4,1,1
711,4,0,0
712,4,2,1
713,4,4,1
714,4,6,1
715,4,8,1
716,4,15,1
717,4,13,1
718,4,11,1
719,4,9,1
720,4,10,1
721,4,12,1
722,4,14,1
723,4,16,1
724,4,68,0
725,4,70,0
726,4,72,0
727,4,74,0
728,4,2,0
729,4,4,0
730,4,3,0
731,4,1,0
732,4,3,1
733,4,5,1
734,4,7,1
735,4,0,1
736,4,53,0
737,4,52,0
738,4,50,0
739,4,48,0
740,4,40,0
741,4,42,0
742,4,44,0
743,4,46,0
744,4,54,1
745,4,56,1
746,4,58,1
747,4,59,1
748,4,57,1
749,4,55,1
750,4,53,1
751,4,60,1
752,4,62,1
753,4,64,1
754,4,66,1
755,4,65,1
756,4,63,1
757,4,61,1
758,4,68,1
759,4,70,1
760,4,45,0
761,4,43,0
762,4,41,0
763,4,72,1
764,4,67,1
765,4,69,1
766,4,71,1
767,4,73,1
768,2,25,1
769,2,27,1
770,2,20,1
771,2,18,1
772,2,23,1
773,2,21,1
774,2,22,1
775,2,24,1
776,2,41,1
777,2,39,1
778,2,37,1
779,2,35,1
780,2,36,1
781,2,38,1
782,2,40,1
783,2,47,1
784,2,45,1
785,2,43,1
786,2,42,1
787,2,44,1
788,2,46,1
789,2,48,1
790,2,55,1
791,2,53,1
792,2,26,1
793,2,33,1
794,2,31,1
795,2,29,1
796,2,34,1
797,2,32,1
798,2,30,1
799,2,28,1
800,3,36,1
801,3,37,1
802,3,39,1
803,3,41,1
804,3,38,1
805,3,40,1
806,3,42,1
807,3,35,1
808,3,46,0
809,3,39,0
810,3,37,0
811,3,35,0
812,3,34,0
813,3,36,0
814,3,38,0
815,3,40,0
816,3,49,1
817,3,47,1
818,3,45,1
819,3,43,1
820,3,44,1
821,3,46,1
822,3,48,1
823,3,50,1
824,3,33,1
825,3,31,1
826,3,29,1
827,3,30,1
828,3,28,1
829,3,26,1
830,3,34,1
831,3,32,1
832,4,81,0
833,4,69,0
834,4,71,0
835,4,73,0
836,4,79,0
837,4,77,0
838,4,75,0
839,4,76,0
840,4,87,0
841,4,95,0
842,4,93,0
843,4,91,0
844,4,89,0
845,4,90,0
846,4,92,0
847,4,94,0
848,4,101,0
849,4,99,0
850,4,97,0
851,4,96,0
852,4,98,0
853,4,100,0
854,3,101,1
855,3,95,1
856,4,78,0
857,4,80,0
858,4,85,0
859,4,83,0
860,4,88,0
861,4,86,0
862,4,84,0
863,4,82,0
864,4,52,1
865,4,50,1
866,4,48,1
867,4,46,1
868,4,51,1
869,4,49,1
870,4,47,1
871,4,40,1
872,4,32,1
873,4,34,1
874,4,36,1
875,4,38,1
876,4,37,1
877,4,26,1
878,4,28,1
879,4,30,1
880,4,31,1
881,4,29,1
882,4,27,1
883,4,25,1
884,4,23,1
885,4,21,1
886,4,19,1
887,4,17,1
888,4,42,1
889,4,44,1
890,4,45,1
891,4,43,1
892,4,33,1
893,4,35,1
894,4,39,1
895,4,41,1
896,2,63,1
897,2,65,1
898,2,67,1
899,2,69,1
900,2,61,1
901,2,59,1
902,2,57,1
903,2,56,1
904,2,64,1
905,2,66,1
906,2,68,1
907,2,75,1
908,2,73,1
909,2,71,1
910,2,70,1
911,2,72,1
912,2,74,1
913,2,76,1
914,2,83,1
915,2,81,1
916,2,79,1
917,2,77,1
918,2,78,1
919,2,80,1
920,2,58,1
921,2,60,1
922,2,62,1
923,2,51,1
924,2,54,1
925,2,52,1
926,2,50,1
927,2,49,1
928,3,47,0
929,3,60,0
930,3,58,0
931,3,56,0
932,3,45,0
933,3,43,0
934,3,41,0
935,3,42,0
936,3,61,0
937,3,59,0
938,3,57,0
939,3,55,0
940,3,67,0
941,3,65,0
942,3,63,0
943,3,62,0
944,3,64,0
945,3,66,0
946,3,68,0
947,3,75,0
948,3,73,0
949,3,71,0
950,3,69,0
951,3,70,0
952,3,44,0
953,3,53,0
954,3,51,0
955,3,49,0
956,3,54,0
957,3,52,0
958,3,50,0
959,3,48,0
960,3,100,1
961,3,98,1
962,3,96,1
963,3,94,1
964,3,99,1
965,3,97,1
966,3,88,1
967,3,90,1
968,3,80,1
969,3,82,1
970,3,84,1
971,3,86,1
972,3,74,1
973,3,76,1
974,3,78,1
975,3,79,1
976,3,77,1
977,3,75,1
978,3,73,1
979,3,52,1
980,3,54,1
981,3,56,1
982,3,58,1
983,3,57,1
984,3,92,1
985,3,93,1
986,3,91,1
987,3,89,1
988,3,81,1
989,3,83,1
990,3,85,1
991,3,87,1
992,4,24,1
993,4,22,1
994,4,20,1
995,4,18,1
996,4,96,1
997,4,98,1
998,4,100,1
999,4,101,1
1000,4,74,1
1001,4,76,1
1002,4,78,1
1003,4,80,1
1004,4,79,1
1005,4,77,1
1006,4,75,1
1007,4,82,1
1008,4,84,1
1009,4,86,1
1010,4,87,1
1011,4,85,1
1012,4,83,1
1013,4,81,1
1014,4,88,1
1015,4,90,1
1016,4,99,1
1017,4,97,1
1018,4,95,1
1019,4,92,1
1020,4,89,1
1021,4,91,1
1022,4,93,1
1023,4,94,1
