0,0,25,1
1,0,24,1
2,0,22,1
3,0,20,1
4,0,23,1
5,0,21,1
6,0,19,1
7,0,12,1
8,0,7,0
9,0,5,0
10,0,3,0
11,0,2,0
12,0,16,1
13,0,18,1
14,0,17,1
15,0,15,1
16,0,13,1
17,0,6,1
18,0,8,1
19,0,10,1
20,0,11,1
21,0,9,1
22,0,7,1
23,0,5,1
24,0,14,1
25,0,1,0
26,0,0,1
27,0,2,1
28,0,0,0
29,0,1,1
30,0,3,1
31,0,4,1
32,0,36,1
33,0,34,1
34,0,41,1
35,0,43,1
36,0,38,1
37,0,39,1
38,0,37,1
39,0,35,1
40,0,60,1
41,0,59,1
42,0,57,1
43,0,55,1
44,0,48,1
45,0,50,1
46,0,52,1
47,0,53,1
48,0,51,1
49,0,49,1
50,0,47,1
51,0,40,1
52,0,42,1
53,0,44,1
54,0,46,1
55,0,45,1
56,0,33,1
57,0,26,1
58,0,28,1
59,0,30,1
60,0,27,1
61,0,29,1
62,0,31,1
63,0,32,1
64,1,22,1
65,1,20,1
66,1,96,1
67,1,61,1
68,1,24,1
69,1,26,1
70,1,25,1
71,1,23,1
72,1,59,1
73,1,57,1
74,1,55,1
75,1,56,1
76,1,58,1
77,1,60,1
78,1,67,1
79,1,65,1
80,1,63,1
81,1,62,1
82,1,64,1
83,1,66,1
84,1,68,1
85,1,75,1
86,1,73,1
87,1,71,1
88,1,21,1
89,1,28,1
90,1,30,1
91,1,32,1
92,1,27,1
93,1,29,1
94,1,31,1
95,1,33,1
96,1,48,1
97,1,49,1
98,1,51,1
99,1,53,1
100,1,50,1
101,1,52,1
102,1,54,1
103,1,47,1
104,1,91,1
105,1,90,1
106,1,92,1
107,1,94,1
108,2,100,0
109,1,101,1
110,1,99,1
111,1,97,1
112,1,98,1
113,1,100,1
114,2,101,0
115,1,39,1
116,1,37,1
117,1,35,1
118,1,34,1
119,1,36,1
120,1,45,1
121,1,43,1
122,1,41,1
123,1,42,1
124,1,40,1
125,1,38,1
126,1,46,1
127,1,44,1
128,0,15,0
129,0,8,0
130,0,6,0
131,0,4,0
132,0,13,0
133,0,11,0
134,0,9,0
135,0,10,0
136,0,14,0
137,0,16,0
138,0,96,0
139,0,98,0
140,0,100,0
141,0,101,0
142,0,99,0
143,0,97,0
144,0,95,0
145,0,88,0
146,0,90,0
147,0,92,0
148,0,94,0
149,0,93,0
150,0,91,0
151,0,89,0
152,0,12,0
153,0,82,0
154,0,84,0
155,0,86,0
156,0,81,0
157,0,83,0
158,0,85,0
159,0,87,0
160,0,68,1
161,0,69,1
162,0,71,1
163,0,73,1
164,0,70,1
165,0,72,1
166,0,62,1
167,0,64,1
168,1,50,0
169,0,74,1
170,0,81,1
171,0,79,1
172,0,77,1
173,0,75,1
174,0,76,1
175,0,78,1
176,0,80,1
177,0,87,1
178,0,85,1
179,0,83,1
180,0,82,1
181,0,84,1
182,0,86,1
183,0,88,1
184,0,66,1
185,0,67,1
186,0,65,1
187,0,63,1
188,0,58,1
189,0,56,1
190,0,54,1
191,0,61,1
192,1,74,1
193,1,72,1
194,1,70,1
195,1,69,1
196,1,81,1
197,1,79,1
198,1,77,1
199,1,76,1
200,1,16,1
201,1,18,1
202,1,19,1
203,1,17,1
204,1,15,1
205,1,13,1
206,2,95,0
207,2,93,0
208,2,86,0
209,2,88,0
210,2,90,0
211,2,92,0
212,2,91,0
213,2,89,0
214,2,87,0
215,2,85,0
216,1,78,1
217,1,80,1
218,1,82,1
219,2,94,0
220,2,97,0
221,2,99,0
222,2,98,0
223,2,96,0
224,2,24,0
225,2,22,0
226,2,21,0
227,2,23,0
228,2,26,0
229,2,82,1
230,2,84,1
231,1,89,1
232,2,41,0
233,2,39,0
234,2,37,0
235,2,35,0
236,2,36,0
237,2,38,0
238,2,40,0
239,2,33,0
240,2,31,0
241,2,29,0
242,2,28,0
243,2,30,0
244,2,32,0
245,2,34,0
246,2,27,0
247,2,25,0
248,1,87,1
249,1,85,1
250,1,83,1
251,1,84,1
252,1,93,1
253,1,95,1
254,1,88,1
255,1,86,1
256,0,80,0
257,0,78,0
258,0,76,0
259,0,74,0
260,0,79,0
261,0,77,0
262,0,75,0
263,0,60,0
264,0,64,0
265,0,66,0
266,0,65,0
267,0,63,0
268,0,61,0
269,0,54,0
270,0,56,0
271,0,58,0
272,0,59,0
273,0,57,0
274,0,55,0
275,0,53,0
276,0,46,0
277,0,48,0
278,0,50,0
279,0,52,0
280,0,62,0
281,0,68,0
282,0,70,0
283,0,72,0
284,0,67,0
285,0,69,0
286,0,71,0
287,0,73,0
288,0,89,1
289,0,91,1
290,0,93,1
291,0,95,1
292,0,90,1
293,0,92,1
294,0,94,1
295,0,101,1
296,1,98,0
297,1,100,0
298,1,99,0
299,1,97,0
300,1,95,0
301,1,88,0
302,1,90,0
303,1,92,0
304,1,93,0
305,1,91,0
306,1,89,0
307,1,87,0
308,1,80,0
309,1,82,0
310,1,84,0
311,1,86,0
312,0,99,1
313,0,97,1
314,0,96,1
315,0,98,1
316,1,96,0
317,1,94,0
318,1,101,0
319,0,100,1
320,1,10,1
321,1,8,1
322,1,6,1
323,1,14,1
324,1,12,1
325,1,11,1
326,1,9,1
327,1,7,1
328,1,16,0
329,1,18,0
330,1,20,0
331,1,13,0
332,1,11,0
333,1,9,0
334,1,8,0
335,1,10,0
336,1,12,0
337,1,14,0
338,1,7,0
339,1,5,0
340,1,3,0
341,1,1,0
342,1,2,0
